Accident_Index,Accident_Severity,Day_of_Week,Time,Road_Type,Speed_limit,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Number_of_Vehicles,Number_of_Casualties,Urban_or_Rural_Area,Year,Month,Latitude,Longitude
ACC032923,3,4,14:42,Dual carriageway,60,Raining no high winds,Wet or damp,Daylight,2,1,1,2013,7,54.90432,0.918585
ACC011469,3,2,19:58,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,1,1,2013,8,51.384285,0.631155
ACC032364,3,3,11:39,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2009,9,53.01336,-4.421535
ACC022635,3,5,17:18,Single carriageway,60,Other,Dry,Darkness - lights lit,1,2,1,2012,6,51.102826,0.664143
ACC004655,3,2,19:54,Single carriageway,50,,Dry,Darkness - no lighting,1,1,1,2011,9,53.516659,-2.67419
ACC008056,3,7,20:35,Dual carriageway,50,Fine no high winds,Dry,,1,1,2,2012,10,54.263423,-0.905275
ACC045550,3,5,12:47,Single carriageway,20,Fine no high winds,Dry,Daylight,4,2,1,2005,8,55.068837,-0.563469
ACC023890,3,6,08:09,Unknown,30,Fine no high winds,Wet or damp,Daylight,2,1,1,2009,3,52.580266,-2.658801
ACC030852,1,6,06:51,Single carriageway,70,Fine no high winds,Dry,Darkness - lights lit,1,1,2,2005,10,50.662233,0.044743
ACC008927,3,3,14:16,Single carriageway,50,Fine no high winds,Wet or damp,Daylight,2,1,2,2005,7,55.451014,-2.206116
ACC032925,2,3,09:20,Single carriageway,20,Fine no high winds,Dry,Darkness - lights lit,1,3,1,2010,5,51.833728,1.790995
ACC035854,3,7,00:24,Single carriageway,30,Fine no high winds,Oil or diesel,Daylight,2,3,1,2011,10,52.11669,-2.935407
ACC001553,3,1,16:00,Roundabout,30,Fine no high winds,Wet or damp,Daylight,2,3,2,2010,2,51.015282,-3.992714
ACC013394,3,4,08:05,Single carriageway,30,Fine no high winds,Dry,,3,1,1,2011,6,52.037654,0.905444
ACC033325,3,2,08:10,One way street,20,Fine no high winds,Dry,Darkness - lights unlit,2,1,1,2011,6,52.102877,-3.01698
ACC002149,3,2,09:13,Single carriageway,50,Fine no high winds,Wet or damp,Darkness - lights lit,1,2,2,2015,2,54.46687,-4.925852
ACC000496,3,3,11:54,Dual carriageway,40,Raining + high winds,Wet or damp,Daylight,2,2,1,2005,8,55.561804,-3.032813
ACC013866,3,4,13:41,Dual carriageway,30,Raining no high winds,Dry,Daylight,4,3,1,2007,10,51.075005,-4.332832
ACC035090,3,6,00:25,Dual carriageway,50,Other,Dry,Daylight,1,1,2,2006,5,52.879745,-0.112653
ACC025162,3,3,13:20,Dual carriageway,60,Fine no high winds,Wet or damp,Darkness - no lighting,1,1,1,2009,3,51.604906,-1.975977
ACC032920,2,6,18:24,Single carriageway,50,Fine no high winds,Dry,Darkness - lights lit,2,2,1,2015,4,51.189838,1.580347
ACC049236,1,2,12:06,Single carriageway,70,Fine no high winds,Wet or damp,Darkness - lights lit,3,1,2,2008,4,53.199893,1.060612
ACC046356,3,7,12:17,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,2,2013,10,51.139819,-2.585845
ACC045727,3,1,11:54,Dual carriageway,40,Raining + high winds,,Daylight,2,1,2,2011,8,53.244638,-0.262663
ACC001365,3,1,07:06,Slip road,20,Fine no high winds,Dry,Daylight,4,1,1,2008,6,52.493817,-0.628074
ACC018123,3,1,06:29,Single carriageway,30,Fine no high winds,Dry,Darkness - lights unlit,2,3,1,2007,8,51.849726,1.544972
ACC019386,3,5,14:11,,60,Fine no high winds,Dry,Darkness - lights lit,2,1,1,2015,5,50.310446,0.767339
ACC025694,3,2,10:27,Single carriageway,30,Unknown,Dry,Daylight,2,2,1,2005,7,53.878981,0.62466
ACC023346,2,2,09:28,Dual carriageway,30,Fine no high winds,Dry,Darkness - lights lit,3,1,1,2011,12,54.804138,1.024131
ACC029969,2,5,16:49,Dual carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,2,1,2012,9,53.855432,0.882825
ACC015697,3,6,06:53,Dual carriageway,40,Fine no high winds,Dry,Daylight,5,1,1,2005,1,51.770132,-4.099692
ACC019268,3,3,08:40,Roundabout,70,Fine no high winds,Frost or ice,Darkness - lights unlit,1,2,1,2014,5,55.197096,1.124949
ACC003721,3,1,12:01,Single carriageway,30,Snowing no high winds,Dry,Daylight,2,3,2,2006,8,52.697962,-3.035492
ACC039896,3,4,08:31,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,2,1,1,2015,1,52.434901,-0.006154
ACC009534,3,6,13:52,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,2,2012,12,50.335064,0.143148
ACC026620,3,4,15:22,Single carriageway,30,Other,Dry,Darkness - no lighting,2,4,1,2009,6,55.169505,-3.593339
ACC017273,3,2,17:15,Slip road,20,Fine no high winds,Wet or damp,Daylight,2,1,1,2009,10,55.63866,-0.711265
ACC038240,3,1,09:13,Single carriageway,30,Other,Dry,Darkness - lights lit,3,2,1,2010,8,52.410805,-2.598873
ACC019586,3,3,19:43,Roundabout,30,Fine no high winds,Wet or damp,Daylight,3,1,1,2015,11,51.746562,-0.863537
ACC004921,3,2,11:51,Single carriageway,60,Raining no high winds,Dry,Daylight,1,1,1,2008,6,50.625299,-0.351261
ACC004824,3,4,20:02,Dual carriageway,30,Fine no high winds,Wet or damp,Daylight,5,2,1,2006,11,51.114795,1.46174
ACC031377,3,4,09:16,Single carriageway,30,Fine no high winds,Snow,Darkness - no lighting,1,1,1,2013,8,53.456749,-3.511945
ACC015480,3,7,07:36,Single carriageway,40,Fine no high winds,Dry,Daylight,1,1,2,2009,2,52.719767,1.880709
ACC032168,3,3,19:30,Roundabout,30,Fine no high winds,Dry,Daylight,2,1,1,2007,1,50.043067,-0.82323
ACC016728,2,3,12:07,Dual carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,1,2,2005,4,51.201242,0.638627
ACC004137,3,6,17:49,Single carriageway,30,Fine + high winds,Dry,Daylight,1,1,1,2010,7,50.177034,0.720459
ACC019573,3,7,16:58,Single carriageway,60,Fine no high winds,Dry,Darkness - no lighting,5,1,2,2014,6,51.07332,-0.948791
ACC020907,3,2,09:07,,20,Fine no high winds,Dry,Daylight,2,1,1,2006,6,51.808662,-0.596806
ACC027161,3,5,17:07,One way street,70,Fine no high winds,Dry,Daylight,2,4,1,2013,10,50.586198,0.865231
ACC002122,3,5,15:31,Single carriageway,30,Fog or mist,Wet or damp,Darkness - lights lit,2,2,1,2006,6,50.762249,-0.729535
ACC006859,3,5,08:52,Single carriageway,60,Fine no high winds,Dry,Daylight,2,2,2,2007,3,50.071148,-4.158584
ACC000993,3,2,17:26,Single carriageway,30,Fine + high winds,Dry,Darkness - lights lit,2,1,1,2010,10,52.352122,1.484207
ACC016150,3,2,08:29,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,2,1,2,2014,11,52.683847,0.472241
ACC007383,3,2,15:33,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,4,1,1,2005,7,54.510876,-3.674777
ACC049527,3,5,14:53,Unknown,30,Fine no high winds,Wet or damp,Daylight,1,1,2,2009,4,54.233918,1.088491
ACC015631,3,4,21:43,Roundabout,30,Fog or mist,Snow,Daylight,3,1,1,2014,7,50.741522,-0.945603
ACC026637,3,6,18:56,Dual carriageway,40,Fine no high winds,Dry,Daylight,3,1,1,2007,5,54.980205,-1.517458
ACC007367,3,2,23:39,Single carriageway,60,Fine no high winds,Dry,Daylight,2,1,2,2008,8,55.451414,-2.671971
ACC047565,3,5,15:18,Dual carriageway,60,Fine no high winds,Wet or damp,Daylight,1,4,1,2006,10,54.920669,1.044226
ACC021119,3,4,03:31,Dual carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,2,1,1,2009,6,51.834337,-0.095451
ACC020978,3,4,22:27,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,1,1,2,2006,12,50.870448,-2.295114
ACC003566,3,3,09:04,Single carriageway,50,Other,Dry,Daylight,5,1,1,2014,6,52.130898,-1.051934
ACC005841,3,3,14:05,Single carriageway,50,,Dry,Daylight,2,1,1,2015,7,51.332595,-1.592526
ACC016668,3,2,14:04,Unknown,30,Fine no high winds,Dry,Daylight,2,2,2,2013,11,50.4635,-0.392976
ACC049106,3,1,06:09,Single carriageway,60,Raining no high winds,Dry,Daylight,3,1,2,2011,9,55.421913,-2.068515
ACC012862,3,2,08:30,Single carriageway,30,Raining no high winds,Dry,Darkness - lights lit,2,1,1,2013,6,52.915217,-4.031405
ACC022560,3,7,18:21,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,1,1,2007,9,55.579951,-1.833794
ACC018985,3,1,18:39,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2015,12,50.631229,-2.040998
ACC041680,3,6,13:48,Slip road,60,Fine no high winds,Dry,Daylight,1,1,2,2014,6,55.557268,-2.339418
ACC036920,3,6,11:35,Single carriageway,30,Raining no high winds,Dry,Daylight,2,1,2,2015,1,54.94244,-1.270696
ACC016076,3,5,21:58,Single carriageway,30,Fog or mist,Dry,Darkness - lights lit,2,3,1,2012,10,55.37013,1.617015
ACC014272,3,4,04:27,Single carriageway,30,Unknown,Dry,Daylight,1,2,1,2005,8,55.437112,1.461473
ACC014131,2,4,10:51,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,4,1,2,2008,8,50.9602,-2.134626
ACC049605,1,1,17:58,Single carriageway,70,Fine no high winds,Wet or damp,Daylight,2,2,2,2015,4,55.84808,0.330677
ACC020463,3,6,08:11,Single carriageway,30,Raining no high winds,Dry,Darkness - lights unlit,5,1,1,2007,6,54.180213,-1.329401
ACC010314,2,6,17:15,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,3,1,1,2014,4,52.601457,-0.128312
ACC043086,3,6,15:46,Single carriageway,30,Fine no high winds,Dry,Daylight,1,1,2,2010,7,53.22371,-4.384153
ACC023761,3,1,02:46,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2014,11,50.909842,1.823778
ACC047373,2,2,17:55,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,5,1,2,2010,7,52.777643,-4.038371
ACC030436,3,4,08:45,Single carriageway,20,Fine no high winds,Wet or damp,Darkness - lights lit,2,1,1,2013,5,55.39362,1.725054
ACC004322,3,4,17:51,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,1,1,2,2009,6,54.102359,-0.170082
ACC035930,3,5,02:48,One way street,40,Fine no high winds,Dry,Daylight,1,1,2,2006,6,52.105079,-0.482942
ACC035399,3,7,07:56,One way street,30,Fine no high winds,Dry,Darkness - no lighting,1,1,2,2008,7,53.605457,-0.35626
ACC003175,2,6,08:25,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,1,1,2014,4,55.674144,-2.59001
ACC035334,3,3,07:33,Dual carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2006,5,54.787607,0.916679
ACC047273,3,6,15:59,Single carriageway,40,Fine no high winds,,Darkness - no lighting,3,2,1,2015,12,53.873374,0.085471
ACC017588,3,3,16:30,Single carriageway,50,Fine no high winds,Dry,Daylight,2,2,1,2006,11,55.018939,-3.985193
ACC020029,3,3,09:00,,60,Fine no high winds,,Darkness - no lighting,2,2,2,2013,12,51.790483,-4.999054
ACC026503,3,7,16:11,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,3,1,2,2011,6,53.710359,-2.666192
ACC003115,3,4,19:03,Single carriageway,40,Fine no high winds,Dry,,1,2,1,2010,10,52.907156,-1.935569
ACC026656,3,1,22:13,Dual carriageway,30,Fine no high winds,Frost or ice,Daylight,1,3,2,2011,8,55.764077,-3.636773
ACC047588,2,1,23:41,Roundabout,20,Fine no high winds,Wet or damp,Daylight,3,3,1,2010,4,54.280816,-2.001875
ACC023111,2,3,08:09,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,1,2,1,2007,7,54.640624,0.876692
ACC043293,2,4,05:28,Dual carriageway,30,Other,Wet or damp,Darkness - lights unlit,2,1,2,2008,4,55.184928,1.305571
ACC035229,3,2,11:52,Roundabout,50,Fine no high winds,Wet or damp,Daylight,2,4,1,2006,4,51.62881,0.60531
ACC003226,3,7,06:34,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,1,2,1,2012,6,50.425571,-4.580791
ACC040861,1,2,08:45,Single carriageway,70,Fine no high winds,Dry,Darkness - lights lit,2,5,2,2012,5,52.210676,1.083158
ACC020176,2,2,13:09,Roundabout,30,Fine no high winds,Dry,Darkness - lighting unknown,2,2,2,2008,3,52.638338,-0.085344
ACC040567,3,2,08:56,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,2,2014,9,52.097892,0.007291
ACC008998,3,6,20:27,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,1,1,2,2012,10,54.031142,-0.387038
ACC046913,3,1,13:35,Single carriageway,30,Unknown,Dry,Darkness - lights lit,1,1,2,2013,8,52.674427,0.494823
ACC040545,3,5,14:52,Roundabout,40,Fine no high winds,Dry,Daylight,3,2,1,2015,7,54.669137,-1.643621
ACC014202,3,6,17:49,Single carriageway,70,Fine no high winds,Dry,Daylight,3,2,1,2014,10,52.590259,1.332937
ACC049656,3,4,13:10,Dual carriageway,30,Fine no high winds,Dry,Daylight,1,1,1,2011,8,52.165933,-4.965077
ACC035909,3,2,12:42,Single carriageway,50,Raining no high winds,Dry,Daylight,1,1,1,2012,3,53.770871,-1.737723
ACC038107,3,3,16:14,Dual carriageway,30,Fine no high winds,Dry,Darkness - no lighting,2,1,1,2007,5,51.76286,0.606052
ACC047099,3,2,15:38,Single carriageway,60,Raining no high winds,Dry,Daylight,2,4,1,2009,12,53.399363,-3.54175
ACC025143,3,2,15:39,Single carriageway,60,Fine no high winds,Wet or damp,Daylight,2,1,1,2015,10,55.539581,-3.205833
ACC046103,3,7,11:45,Single carriageway,30,Raining no high winds,Wet or damp,Daylight,1,1,2,2013,1,50.883289,-1.024524
ACC039887,3,3,17:55,Single carriageway,30,Raining no high winds,Wet or damp,Daylight,2,1,1,2010,2,51.160627,-0.145187
ACC006938,3,7,16:57,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights unlit,1,3,2,2009,4,55.211062,-3.49181
ACC017452,2,7,15:11,Slip road,60,Fine no high winds,Wet or damp,Daylight,2,2,2,2014,7,52.458724,-2.1379
ACC036687,3,3,18:10,Roundabout,30,Raining no high winds,Dry,Daylight,1,1,1,2006,9,53.351211,-1.249833
ACC029063,3,5,20:27,Roundabout,60,,Wet or damp,Darkness - lights lit,2,2,2,2015,5,52.401059,-3.56104
ACC005530,3,4,08:49,Roundabout,50,Fine no high winds,Dry,Daylight,2,1,2,2013,6,50.780047,-3.46497
ACC005399,3,2,10:36,Single carriageway,70,Fine no high winds,Frost or ice,Darkness - no lighting,1,1,2,2013,1,55.227794,-1.215476
ACC011361,3,1,15:28,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,1,1,1,2010,11,52.823175,-4.719329
ACC014381,3,5,14:25,Dual carriageway,60,Fine no high winds,Dry,Daylight,2,2,1,2015,1,54.065571,-3.219171
ACC017286,3,2,17:14,Single carriageway,60,Raining no high winds,Wet or damp,Darkness - lights lit,1,1,1,2007,1,55.294025,-4.41597
ACC046862,2,3,07:25,Roundabout,60,Fine no high winds,Dry,Daylight,3,3,1,2010,1,52.850124,1.071656
ACC035898,3,7,07:11,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,3,1,1,2011,9,50.612299,-1.693558
ACC010741,3,5,17:18,Dual carriageway,30,Raining no high winds,Dry,Daylight,2,1,2,2013,4,50.241128,0.727172
ACC008321,2,1,15:21,Unknown,30,Raining no high winds,Dry,Daylight,1,3,1,2005,2,52.151333,-1.448234
ACC005270,3,6,11:43,One way street,50,Fine no high winds,Dry,Daylight,2,4,2,2007,7,51.390116,-3.139158
ACC034630,3,5,13:48,Single carriageway,30,Other,Wet or damp,Darkness - lights lit,2,1,2,2009,1,55.865796,-3.570566
ACC010892,2,3,04:33,Single carriageway,60,Fog or mist,Dry,Daylight,2,1,2,2007,4,50.431433,-0.578342
ACC049853,2,5,07:00,Single carriageway,30,Fine no high winds,Oil or diesel,Daylight,1,3,1,2008,6,51.224744,1.393684
ACC024701,3,5,11:06,Single carriageway,40,Raining no high winds,Dry,Daylight,2,2,1,2010,10,53.883592,-1.418389
ACC041994,3,6,14:44,Single carriageway,70,Fog or mist,Dry,Daylight,2,1,1,2014,1,53.393744,-1.520858
ACC032770,3,3,12:24,Single carriageway,60,Fine no high winds,Dry,Daylight,2,1,2,2006,12,55.338449,-3.272469
ACC035475,3,7,12:21,Dual carriageway,30,Fine no high winds,Dry,Darkness - lights lit,1,1,1,2012,5,55.552793,-1.120417
ACC013328,3,6,06:07,Single carriageway,30,Raining no high winds,Dry,Daylight,2,1,2,2008,6,52.301425,0.789304
ACC021710,3,2,15:15,Slip road,30,Raining no high winds,Wet or damp,Daylight,1,1,1,2010,4,53.52875,-3.478431
ACC009197,3,2,15:34,Single carriageway,40,Raining no high winds,Dry,Daylight,1,1,2,2012,11,55.810465,-3.985304
ACC039726,3,2,13:46,Dual carriageway,30,Fine no high winds,Wet or damp,Daylight,2,2,2,2008,7,54.23202,-2.4555
ACC002156,3,4,17:13,Single carriageway,50,Fine no high winds,Wet or damp,Daylight,1,1,2,2012,4,55.312057,-0.429537
ACC019783,3,4,18:45,Single carriageway,40,Fine no high winds,Snow,Daylight,2,1,2,2014,10,55.711731,0.080473
ACC004012,3,7,16:10,Roundabout,30,Fine no high winds,Wet or damp,Darkness - lights lit,2,2,1,2013,7,51.980122,-3.856004
ACC048688,2,7,05:29,Single carriageway,30,Fine + high winds,Frost or ice,Darkness - lights lit,2,2,2,2010,1,51.239932,-1.232448
ACC033303,3,1,10:44,Dual carriageway,30,Other,Dry,Daylight,2,2,1,2015,5,52.910692,-0.518055
ACC011963,3,4,15:13,Dual carriageway,30,Raining no high winds,Dry,Darkness - lights lit,2,1,1,2006,3,54.444143,1.539891
ACC032017,3,5,21:07,Single carriageway,30,Fine no high winds,Dry,Daylight,1,2,1,2015,1,53.11809,0.611153
ACC030891,3,4,15:50,One way street,20,Fine no high winds,Dry,Daylight,2,3,1,2007,4,54.085915,0.306259
ACC038592,2,6,19:55,Single carriageway,60,Fine no high winds,Dry,Daylight,1,3,1,2009,12,50.967916,-1.687004
ACC012353,3,1,16:51,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,1,1,2008,6,54.298994,-3.92455
ACC015324,3,4,14:37,Dual carriageway,30,Raining no high winds,Wet or damp,Daylight,2,1,1,2005,2,55.393983,-2.221187
ACC045911,3,1,14:21,Single carriageway,30,Fine no high winds,Dry,Darkness - lights unlit,2,1,1,2007,12,55.279071,-1.928447
ACC023066,2,7,11:04,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,3,3,2,2005,11,52.437358,0.340489
ACC009270,3,5,16:07,Single carriageway,30,Raining + high winds,Dry,Daylight,4,3,2,2006,2,52.205135,-2.208569
ACC048536,2,2,12:50,Single carriageway,40,Fine no high winds,,Daylight,2,1,1,2005,5,51.593497,-4.780975
ACC032635,2,6,18:59,Roundabout,70,Fog or mist,Dry,Daylight,2,2,2,2011,9,52.553171,-0.99845
ACC008684,3,4,20:39,One way street,30,Raining no high winds,Dry,Darkness - lighting unknown,1,1,2,2006,11,51.404169,-0.862492
ACC042512,2,1,11:12,Single carriageway,30,Snowing no high winds,Dry,Darkness - lights unlit,4,1,1,2014,12,54.04671,-1.519765
ACC041857,1,6,05:36,Dual carriageway,60,Fine no high winds,Dry,Darkness - lights unlit,1,1,2,2011,2,51.679055,-0.840026
ACC016563,3,4,08:15,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,3,1,2,2014,5,50.385857,-0.639938
ACC006465,3,6,14:25,Single carriageway,30,Fine no high winds,Wet or damp,Darkness - lights unlit,1,1,1,2013,8,54.484027,-3.002312
ACC026533,3,4,18:21,Single carriageway,30,Raining no high winds,Dry,Daylight,2,3,2,2006,6,50.834408,-3.369533
ACC047113,3,2,14:01,Single carriageway,30,Fine no high winds,Dry,Darkness - lights lit,2,2,1,2007,8,53.33345,-1.836719
ACC029492,3,1,17:29,,30,Fine no high winds,Wet or damp,Darkness - lights unlit,3,1,1,2014,5,55.476683,-0.260357
ACC018301,3,4,06:07,Roundabout,30,Other,Dry,Daylight,2,1,2,2010,5,52.011212,-3.403457
ACC027762,3,4,16:24,Dual carriageway,50,Raining no high winds,Frost or ice,Daylight,2,1,1,2005,5,54.564184,-1.590741
ACC048531,2,6,14:42,Dual carriageway,20,Raining no high winds,Dry,Daylight,2,1,1,2006,4,55.920498,1.510308
ACC026082,2,1,14:21,Single carriageway,40,Other,Snow,Darkness - no lighting,3,3,1,2008,1,55.499055,-0.280458
ACC040876,3,2,14:43,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,3,1,1,2012,9,53.861027,-2.569501
ACC014905,3,6,08:03,Single carriageway,30,Fine no high winds,Dry,Daylight,3,1,1,2008,4,52.983351,-0.388548
ACC049387,3,6,21:26,Single carriageway,60,Raining no high winds,Dry,Daylight,2,2,1,2013,2,54.555357,1.153813
ACC034679,3,4,11:20,Single carriageway,40,Fine no high winds,Wet or damp,Daylight,3,2,1,2006,1,53.166796,-1.013661
ACC015928,3,1,11:12,Roundabout,60,Fine no high winds,Dry,Darkness - lights lit,2,1,2,2013,8,55.616504,-3.467135
ACC028611,3,6,06:05,Single carriageway,20,Fine no high winds,Dry,,3,1,2,2015,12,55.684278,-0.65909
ACC001302,3,6,12:55,Roundabout,30,Fine no high winds,Wet or damp,Darkness - no lighting,2,2,1,2008,10,52.824613,-1.349175
ACC023992,3,1,07:28,Single carriageway,30,Fine no high winds,Snow,Darkness - lights lit,2,2,1,2010,5,52.425917,0.218343
ACC017518,3,7,16:14,Single carriageway,30,Fine no high winds,Dry,Darkness - no lighting,1,1,1,2010,8,54.882306,-0.225899
ACC001231,3,5,11:59,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2013,8,54.896932,0.294878
ACC027095,2,6,11:44,Single carriageway,60,Fine no high winds,Wet or damp,Daylight,1,1,2,2009,3,51.353202,-3.592196
ACC034086,3,1,15:03,Single carriageway,30,Fine no high winds,Dry,Darkness - no lighting,2,1,1,2009,11,55.152121,-0.932988
ACC004369,3,6,11:00,Single carriageway,30,Fine no high winds,Dry,Daylight,1,1,1,2012,1,54.117146,-0.757058
ACC041082,2,3,06:58,Dual carriageway,30,Fine no high winds,Dry,Daylight,2,1,1,2009,8,54.774136,0.316054
ACC027026,3,2,12:08,Single carriageway,40,Fine no high winds,Dry,Daylight,2,1,1,2006,1,54.943874,-3.411122
ACC046839,3,4,18:26,Dual carriageway,30,Fine no high winds,Wet or damp,Daylight,3,2,1,2010,7,55.432015,0.18522
ACC013855,3,4,21:20,Single carriageway,30,Raining no high winds,Dry,Darkness - lights lit,1,3,1,2013,3,53.847926,-4.215225
ACC006081,3,2,08:53,Single carriageway,70,Raining + high winds,Frost or ice,Daylight,2,1,2,2009,4,50.544104,-2.058632
ACC043949,3,2,07:29,Single carriageway,60,Fine no high winds,Dry,Darkness - lights lit,3,3,1,2014,7,51.400031,-2.628956
ACC035370,3,3,12:08,Single carriageway,60,Fog or mist,Dry,Daylight,4,2,2,2012,11,55.786153,-4.127402
ACC006569,3,4,10:06,Single carriageway,30,Raining no high winds,Dry,Darkness - no lighting,2,1,2,2009,4,52.926548,-1.263665
ACC028061,3,6,10:54,Single carriageway,20,Raining + high winds,Dry,Daylight,1,1,2,2015,2,50.515738,-2.324609
ACC018558,3,3,07:22,Dual carriageway,30,Fine no high winds,Dry,Daylight,2,1,2,2015,7,51.212858,-4.663233
ACC012747,2,5,06:40,Single carriageway,30,Raining no high winds,Mud,Darkness - lights unlit,2,3,2,2007,4,51.228134,1.690756
ACC019990,3,5,21:26,Single carriageway,60,Fine no high winds,Wet or damp,Daylight,2,1,1,2005,12,51.00662,1.078324
ACC013277,3,7,22:17,Roundabout,40,Fine no high winds,Wet or damp,Daylight,1,1,2,2008,12,51.319428,-1.503714
ACC022814,3,2,21:21,Dual carriageway,60,Raining + high winds,Wet or damp,Daylight,1,1,1,2007,8,52.893582,-0.626346
ACC029246,3,4,11:05,Roundabout,50,Snowing no high winds,Dry,Daylight,4,1,1,2007,5,53.851416,-4.241749
ACC025187,3,4,09:10,Single carriageway,30,Fine no high winds,Dry,Daylight,1,1,2,2011,12,54.387346,-2.403319
ACC007996,3,6,17:42,Single carriageway,30,Fine no high winds,Dry,Daylight,2,2,1,2015,10,55.975727,0.249017
ACC041911,3,2,18:17,Roundabout,50,Fine no high winds,Dry,Daylight,2,1,1,2013,1,54.93778,-2.519443
ACC036537,3,7,09:49,Single carriageway,30,Fine no high winds,Dry,Daylight,2,1,2,2011,12,54.34526,1.44855
ACC032575,1,3,16:58,Single carriageway,50,Raining + high winds,Wet or damp,Daylight,1,1,1,2011,10,50.646677,-0.644407
ACC037846,2,3,12:46,Single carriageway,30,Fine no high winds,Dry,Daylight,2,2,1,2013,2,50.903201,-3.436246
ACC024659,2,6,10:54,Roundabout,40,Fine + high winds,Wet or damp,Daylight,2,1,2,2012,9,54.082242,-0.044467
ACC009600,3,7,21:03,Roundabout,40,Other,Snow,Daylight,2,1,1,2008,7,52.534588,-1.030409
ACC004632,3,5,16:26,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,3,1,1,2009,12,55.028747,-0.244012
ACC000241,3,3,17:38,Single carriageway,30,Raining no high winds,Dry,Daylight,2,4,1,2011,2,51.468382,-4.280286
ACC015425,3,2,17:09,Dual carriageway,30,Raining + high winds,Dry,Darkness - lights lit,1,1,1,2005,2,50.485236,-2.837532
ACC029512,1,3,08:44,Single carriageway,60,Fine no high winds,Wet or damp,Darkness - no lighting,1,2,2,2009,6,52.150928,1.25836
ACC012198,3,2,16:02,Single carriageway,30,Fine + high winds,Dry,Daylight,2,1,1,2009,1,53.099536,-1.023177
ACC043760,3,1,16:58,Single carriageway,30,Raining no high winds,Dry,Daylight,2,1,2,2006,8,53.138715,-1.187461
ACC027156,3,6,18:35,Single carriageway,30,Fine no high winds,Wet or damp,Daylight,2,2,1,2015,4,54.600386,-1.085829
ACC047163,3,4,06:41,Dual carriageway,40,Fine no high winds,Dry,Daylight,5,2,1,2013,6,50.711092,-2.291676
ACC027315,2,4,08:07,Single carriageway,60,Fine no high winds,Dry,Daylight,1,2,1,2010,7,50.998743,0.247697
ACC032440,3,6,07:58,Single carriageway,20,Raining no high winds,Frost or ice,Daylight,2,3,1,2015,10,53.131379,-4.166816
ACC007466,3,3,20:07,Dual carriageway,50,Fine no high winds,Dry,Darkness - lights lit,1,1,2,2013,6,53.487152,1.803963
ACC034636,3,3,12:53,Roundabout,70,Fine no high winds,Wet or damp,Daylight,2,3,2,2011,8,51.532744,0.392069
ACC043753,3,7,23:36,Single carriageway,30,Other,Dry,Darkness - lights lit,2,4,2,2014,8,50.97912,-4.465639
ACC035290,3,4,21:36,Dual carriageway,30,Fine no high winds,Wet or damp,Darkness - lights lit,4,1,1,2013,6,51.03333,1.375878
ACC001821,3,4,08:12,Single carriageway,30,Raining no high winds,Dry,Daylight,2,1,1,2011,4,54.036198,-4.951949
ACC002411,3,5,10:04,Single carriageway,30,Raining no high winds,Dry,Darkness - lights lit,3,4,2,2015,4,55.999398,-3.537233
ACC044393,3,4,18:38,Single carriageway,30,Fog or mist,Wet or damp,Darkness - no lighting,4,2,2,2005,10,54.713395,0.630585
ACC008244,3,5,14:47,Single carriageway,60,Fine no high winds,Wet or damp,Daylight,1,1,1,2013,12,51.622521,-0.517287
